,Year,Sex,Fatal Y/N,Country,Type
1858,2009,f,n,USA,UNPROVOKED
1859,2009,m,n,USA,UNPROVOKED
1860,2009,m,n,AUSTRALIA,UNPROVOKED
1861,2009,m,n,USA,UNPROVOKED
1862,2009,m,n,AUSTRALIA,WATERCRAFT
1863,2009,m,n,MOZAMBIQUE,UNPROVOKED
1864,2009,f,n,AUSTRALIA,UNPROVOKED
1865,2009,m,n,USA,UNPROVOKED
1866,2009,m,n,USA,UNPROVOKED
1867,2009,f,n,PANAMA,UNPROVOKED
1868,2009,m,n,SCOTLAND,PROVOKED
1869,2009,m,n,AUSTRALIA,UNPROVOKED
1870,2009,m,n,USA,UNPROVOKED
1871,2009,m,n,UNITED KINGDOM,PROVOKED
1872,2009,m,n,USA,UNPROVOKED
1873,2009,m,n,VIETNAM,UNPROVOKED
1874,2009,m,n,SOMALIA,PROVOKED
1875,2009,m,y,BRAZIL,PROVOKED
1876,2009,m,y,USA,INVALID
1877,2009,m,y,BRAZIL,UNPROVOKED
1879,2009,m,n,SOLOMON ISLANDS,PROVOKED
1880,2009,m,n,USA,UNPROVOKED
1881,2009,m,y,SOUTH AFRICA,UNPROVOKED
1882,2009,f,n,USA,UNPROVOKED
1883,2009,m,n,SOUTH AFRICA,UNPROVOKED
1884,2009,m,n,USA,UNPROVOKED
1885,2009,m,n,USA,UNPROVOKED
1886,2009,m,n,USA,UNPROVOKED
1887,2009,m,n,BAHAMAS,UNPROVOKED
1888,2009,m,n,AUSTRALIA,UNPROVOKED
1889,2009,f,n,VIETNAM,UNPROVOKED
1890,2009,m,y,KENYA,UNPROVOKED
1891,2009,f,n,USA,UNPROVOKED
1893,2009,f,n,USA,UNPROVOKED
1894,2009,f,n,USA,UNPROVOKED
1895,2009,m,n,VIETNAM,UNPROVOKED
1896,2009,m,n,BAHAMAS,PROVOKED
1897,2009,m,n,USA,UNPROVOKED
1898,2009,m,n,SOUTH AFRICA,UNPROVOKED
1899,2009,f,n,USA,UNPROVOKED
1900,2009,f,n,USA,PROVOKED
1901,2009,m,n,AUSTRALIA,UNPROVOKED
1904,2009,m,n,VIETNAM,PROVOKED
1905,2009,m,n,EGYPT,UNPROVOKED
1906,2009,m,n,EGYPT,UNPROVOKED
1907,2009,f,y,EGYPT,UNPROVOKED
1908,2009,m,n,TAIWAN,PROVOKED
1909,2009,m,n,USA,PROVOKED
1910,2009,m,n,USA,UNPROVOKED
1911,2009,m,n,USA,UNPROVOKED
1912,2009,m,n,USA,UNPROVOKED
1913,2009,m,n,GUAM,PROVOKED
1914,2009,m,n,BAHAMAS,PROVOKED
1915,2009,f,n,USA,UNPROVOKED
1916,2009,m,n,USA,UNPROVOKED
1917,2009,m,n,USA,UNPROVOKED
1918,2009,m,n,PHILIPPINES,UNPROVOKED
1919,2009,m,n,USA,UNPROVOKED
1920,2009,m,n,USA,UNPROVOKED
1922,2009,m,n,AUSTRALIA,UNPROVOKED
1924,2009,m,n,USA,UNPROVOKED
1925,2009,m,n,USA,UNPROVOKED
1926,2009,m,n,SOUTH AFRICA,PROVOKED
1927,2009,m,y,SOUTH AFRICA,UNPROVOKED
1928,2009,m,n,AUSTRALIA,UNPROVOKED
1929,2009,m,n,AUSTRALIA,UNPROVOKED
1930,2009,f,n,AUSTRALIA,UNPROVOKED
1931,2009,f,n,USA,UNPROVOKED
1932,2009,f,n,MALAYSIA,UNPROVOKED
1933,2009,m,n,USA,UNPROVOKED
1934,2009,m,n,AUSTRALIA,PROVOKED
1935,2009,m,y,NEW CALEDONIA,UNPROVOKED
1936,2009,m,n,SOUTH AFRICA,PROVOKED
1937,2009,m,n,NEW ZEALAND,WATERCRAFT
1938,2009,m,n,AUSTRALIA,UNPROVOKED
1939,2009,m,n,AUSTRALIA,UNPROVOKED
1940,2009,m,n,AUSTRALIA,UNPROVOKED
1941,2009,m,n,AUSTRALIA,UNPROVOKED
1942,2009,m,n,AUSTRALIA,UNPROVOKED
1943,2009,m,y,USA,SEA DISASTER
1944,2009,m,n,AUSTRALIA,UNPROVOKED
1945,2009,m,n,AUSTRALIA,UNPROVOKED
1946,2009,m,n,AZORES,PROVOKED
1948,2009,m,n,CUBA,UNPROVOKED
1950,2009,m,n,AUSTRALIA,UNPROVOKED
1951,2009,m,y,SOUTH AFRICA,UNPROVOKED
1953,2009,m,n,AUSTRALIA,WATERCRAFT
1954,2009,m,n,NEW ZEALAND,UNPROVOKED
1956,2009,m,n,AUSTRALIA,UNPROVOKED
1957,2009,f,n,AUSTRALIA,UNPROVOKED
1958,2009,m,n,AUSTRALIA,UNPROVOKED
1960,2009,m,n,ECUADOR,UNPROVOKED
1961,2009,m,n,NEW ZEALAND,UNPROVOKED
1965,2008,m,n,AUSTRALIA,UNPROVOKED
1966,2008,m,n,AUSTRALIA,WATERCRAFT
1967,2008,m,y,AUSTRALIA,UNPROVOKED
1968,2008,m,n,USA,WATERCRAFT
1969,2008,m,n,NEW ZEALAND,UNPROVOKED
1970,2008,m,n,SOUTH AFRICA,PROVOKED
1972,2008,m,y,MOZAMBIQUE,UNPROVOKED
1973,2008,f,n,EGYPT,UNPROVOKED
1974,2008,m,n,PHILIPPINES,SEA DISASTER
1975,2008,f,n,ECUADOR,UNPROVOKED
1976,2008,m,n,AUSTRALIA,WATERCRAFT
1977,2008,m,y,TAIWAN,SEA DISASTER
1978,2008,m,y,PHILIPPINES,UNPROVOKED
1979,2008,m,n,AUSTRALIA,PROVOKED
1980,2008,m,n,NEW CALEDONIA,UNPROVOKED
1981,2008,m,n,AUSTRALIA,PROVOKED
1982,2008,m,n,AUSTRALIA,UNPROVOKED
1983,2008,m,n,USA,UNPROVOKED
1984,2008,m,n,CROATIA,UNPROVOKED
1985,2008,m,n,USA,UNPROVOKED
1986,2008,m,n,USA,UNPROVOKED
1987,2008,m,n,AUSTRALIA,PROVOKED
1988,2008,m,n,USA,UNPROVOKED
1989,2008,m,n,USA,UNPROVOKED
1990,2008,m,n,USA,UNPROVOKED
1991,2008,m,n,AUSTRALIA,UNPROVOKED
1992,2008,m,n,USA,UNPROVOKED
1993,2008,m,n,USA,UNPROVOKED
1994,2008,m,n,USA,UNPROVOKED
1995,2008,m,n,USA,UNPROVOKED
1996,2008,m,n,AUSTRALIA,UNPROVOKED
1998,2008,m,n,ENGLAND,PROVOKED
1999,2008,m,n,USA,UNPROVOKED
2000,2008,m,n,USA,UNPROVOKED
2001,2008,m,n,USA,UNPROVOKED
2003,2008,m,n,USA,UNPROVOKED
2005,2008,f,n,USA,UNPROVOKED
2006,2008,f,n,USA,UNPROVOKED
2007,2008,m,n,USA,UNPROVOKED
2008,2008,m,n,AUSTRALIA,UNPROVOKED
2009,2008,m,n,SOUTH AFRICA,UNPROVOKED
2010,2008,m,n,PANAMA,UNPROVOKED
2011,2008,m,n,MEXICO,UNPROVOKED
2012,2008,m,n,USA,UNPROVOKED
2013,2008,m,n,USA,UNPROVOKED
2014,2008,f,n,USA,UNPROVOKED
2015,2008,m,n,USA,UNPROVOKED
2016,2008,f,n,USA,UNPROVOKED
2017,2008,m,n,USA,PROVOKED
2018,2008,m,n,USA,UNPROVOKED
2019,2008,m,n,EGYPT,UNPROVOKED
2021,2008,m,n,USA,UNPROVOKED
2022,2008,f,n,USA,UNPROVOKED
2023,2008,f,n,USA,UNPROVOKED
2024,2008,m,n,UNITED KINGDOM,WATERCRAFT
2026,2008,m,n,BAHAMAS,UNPROVOKED
2027,2008,m,n,SOUTH AFRICA,UNPROVOKED
2028,2008,m,n,SOUTH AFRICA,UNPROVOKED
2029,2008,m,n,USA,UNPROVOKED
2030,2008,m,n,USA,UNPROVOKED
2031,2008,m,n,BRAZIL,UNPROVOKED
2032,2008,f,n,USA,WATERCRAFT
2033,2008,f,n,USA,UNPROVOKED
2034,2008,m,n,BRAZIL,UNPROVOKED
2035,2008,m,n,USA,UNPROVOKED
2037,2008,f,n,USA,UNPROVOKED
2038,2008,m,n,BRAZIL,UNPROVOKED
2039,2008,m,n,USA,UNPROVOKED
2040,2008,m,n,BAHAMAS,SEA DISASTER
2041,2008,m,n,MEXICO,UNPROVOKED
2042,2008,m,y,MEXICO,UNPROVOKED
2043,2008,m,y,FIJI,UNPROVOKED
2044,2008,m,n,AUSTRALIA,UNPROVOKED
2045,2008,m,n,NEW CALEDONIA,UNPROVOKED
2046,2008,m,n,USA,UNPROVOKED
2047,2008,m,n,SOUTH AFRICA,PROVOKED
2048,2008,m,y,MEXICO,UNPROVOKED
2049,2008,m,n,USA,UNPROVOKED
2050,2008,m,n,USA,UNPROVOKED
2051,2008,m,n,NEW CALEDONIA,UNPROVOKED
2052,2008,m,n,USA,PROVOKED
2053,2008,m,y,USA,UNPROVOKED
2054,2008,m,n,USA,UNPROVOKED
2059,2008,m,n,USA,UNPROVOKED
2060,2008,m,n,FIJI,UNPROVOKED
2061,2008,m,n,USA,UNPROVOKED
2063,2008,m,y,AUSTRALIA,UNPROVOKED
2064,2008,m,n,USA,UNPROVOKED
2065,2008,m,n,SOUTH AFRICA,UNPROVOKED
2066,2008,m,n,USA,UNPROVOKED
2067,2008,m,n,USA,UNPROVOKED
2068,2008,m,n,USA,UNPROVOKED
2069,2008,m,n,USA,UNPROVOKED
2070,2008,m,n,USA,UNPROVOKED
2071,2008,m,n,USA,UNPROVOKED
2072,2008,m,y,BAHAMAS,UNPROVOKED
2073,2008,m,n,FRENCH POLYNESIA,UNPROVOKED
2074,2008,m,n,USA,UNPROVOKED
2075,2008,f,n,AUSTRALIA,UNPROVOKED
2076,2008,m,n,USA,UNPROVOKED
2078,2008,m,n,SOUTH AFRICA,UNPROVOKED
2079,2008,m,n,AUSTRALIA,PROVOKED
2082,2008,m,n,USA,UNPROVOKED
2083,2008,m,n,USA,PROVOKED
2084,2008,m,n,MEXICO,UNPROVOKED
2085,2007,m,n,ECUADOR,UNPROVOKED
2087,2007,m,n,AUSTRALIA,UNPROVOKED
2088,2007,m,n,AUSTRALIA,UNPROVOKED
2090,2007,m,n,USA,UNPROVOKED
2091,2007,f,n,NEW ZEALAND,UNPROVOKED
2092,2007,m,n,BRAZIL,UNPROVOKED
2093,2007,m,n,AUSTRALIA,PROVOKED
2094,2007,m,n,AUSTRALIA,UNPROVOKED
2095,2007,m,n,SOUTH AFRICA,UNPROVOKED
2096,2007,m,n,USA,UNPROVOKED
2097,2007,m,n,USA,UNPROVOKED
2098,2007,m,n,SOUTH AFRICA,UNPROVOKED
2100,2007,m,n,USA,UNPROVOKED
2101,2007,f,n,AUSTRALIA,UNPROVOKED
2102,2007,m,n,AUSTRALIA,UNPROVOKED
2103,2007,m,n,USA,UNPROVOKED
2104,2007,m,n,USA,UNPROVOKED
2105,2007,m,n,USA,UNPROVOKED
2106,2007,m,y,PHILIPPINES,SEA DISASTER
2107,2007,f,y,NEW CALEDONIA,UNPROVOKED
2108,2007,f,n,BAHAMAS,UNPROVOKED
2109,2007,f,n,USA,UNPROVOKED
2110,2007,f,n,EGYPT,UNPROVOKED
2112,2007,f,n,USA,UNPROVOKED
2113,2007,m,n,USA,UNPROVOKED
2114,2007,m,n,SOLOMON ISLANDS,UNPROVOKED
2115,2007,m,n,USA,UNPROVOKED
2116,2007,f,n,USA,UNPROVOKED
2117,2007,m,n,USA,UNPROVOKED
2118,2007,f,n,USA,UNPROVOKED
2119,2007,f,n,USA,UNPROVOKED
2120,2007,m,n,USA,UNPROVOKED
2121,2007,f,n,USA,UNPROVOKED
2122,2007,m,n,USA,UNPROVOKED
2123,2007,m,n,USA,UNPROVOKED
2124,2007,m,n,USA,UNPROVOKED
2125,2007,m,n,USA,UNPROVOKED
2126,2007,m,n,USA,UNPROVOKED
2127,2007,m,n,USA,PROVOKED
2128,2007,m,n,USA,PROVOKED
2129,2007,m,n,USA,UNPROVOKED
2130,2007,m,n,USA,UNPROVOKED
2131,2007,m,n,USA,UNPROVOKED
2132,2007,m,n,USA,UNPROVOKED
2133,2007,f,n,USA,UNPROVOKED
2134,2007,m,n,USA,UNPROVOKED
2135,2007,m,n,USA,UNPROVOKED
2136,2007,m,n,USA,UNPROVOKED
2137,2007,f,n,USA,UNPROVOKED
2138,2007,m,n,USA,UNPROVOKED
2139,2007,m,n,USA,UNPROVOKED
2140,2007,m,n,USA,UNPROVOKED
2141,2007,m,n,USA,WATERCRAFT
2142,2007,m,n,USA,UNPROVOKED
2143,2007,m,n,AUSTRALIA,UNPROVOKED
2144,2007,m,n,USA,UNPROVOKED
2145,2007,m,n,NORWAY,PROVOKED
2147,2007,f,n,USA,UNPROVOKED
2148,2007,f,n,BAHAMAS,UNPROVOKED
2149,2007,m,n,USA,UNPROVOKED
2150,2007,m,n,REUNION,UNPROVOKED
2152,2007,m,n,USA,PROVOKED
2153,2007,f,n,USA,UNPROVOKED
2154,2007,m,n,USA,UNPROVOKED
2155,2007,m,n,USA,UNPROVOKED
2157,2007,f,n,USA,UNPROVOKED
2158,2007,m,n,AUSTRALIA,UNPROVOKED
2159,2007,f,n,USA,UNPROVOKED
2160,2007,f,n,USA,PROVOKED
2161,2007,m,n,ENGLAND,PROVOKED
2162,2007,f,n,AUSTRALIA,UNPROVOKED
2163,2007,m,n,AUSTRALIA,UNPROVOKED
2164,2007,f,n,USA,UNPROVOKED
2165,2007,m,n,SEYCHELLES,UNPROVOKED
2167,2007,f,n,USA,UNPROVOKED
2168,2007,m,n,USA,UNPROVOKED
2170,2007,f,n,BAHAMAS,PROVOKED
2171,2007,f,n,AUSTRALIA,UNPROVOKED
2172,2007,m,n,USA,UNPROVOKED
2173,2007,m,n,USA,UNPROVOKED
2175,2007,m,n,NEW CALEDONIA,UNPROVOKED
2176,2007,m,n,USA,UNPROVOKED
2177,2007,m,n,USA,UNPROVOKED
2178,2007,m,n,USA,UNPROVOKED
2180,2007,m,n,USA,UNPROVOKED
2181,2007,f,n,AUSTRALIA,UNPROVOKED
2182,2007,m,n,USA,PROVOKED
2183,2007,f,n,AUSTRALIA,UNPROVOKED
2184,2007,m,n,USA,UNPROVOKED
2185,2007,m,n,NEW ZEALAND,PROVOKED
2187,2007,m,n,AUSTRALIA,UNPROVOKED
2188,2007,m,n,NEW CALEDONIA,UNPROVOKED
2189,2007,m,n,NEW CALEDONIA,UNPROVOKED
2191,2007,m,n,AUSTRALIA,UNPROVOKED
2193,2007,m,y,SOUTH AFRICA,UNPROVOKED
2194,2007,m,n,AUSTRALIA,UNPROVOKED
2196,2007,m,n,USA,UNPROVOKED
2198,2006,m,n,AUSTRALIA,UNPROVOKED
2199,2006,m,n,NEW ZEALAND,UNPROVOKED
2200,2006,m,n,USA,UNPROVOKED
2201,2006,m,n,SOUTH AFRICA,PROVOKED
2202,2006,m,n,AUSTRALIA,UNPROVOKED
2204,2006,m,n,USA,UNPROVOKED
2205,2006,m,n,SOUTH AFRICA,PROVOKED
2206,2006,m,n,USA,UNPROVOKED
2207,2006,m,n,USA,UNPROVOKED
2208,2006,m,n,USA,UNPROVOKED
2209,2006,m,n,USA,UNPROVOKED
2210,2006,m,n,USA,UNPROVOKED
2211,2006,f,n,BAHAMAS,UNPROVOKED
2214,2006,m,n,USA,UNPROVOKED
2215,2006,m,n,USA,PROVOKED
2216,2006,m,n,USA,UNPROVOKED
2217,2006,m,n,USA,UNPROVOKED
2218,2006,m,n,USA,UNPROVOKED
2220,2006,m,y,BRAZIL,UNPROVOKED
2221,2006,m,n,USA,UNPROVOKED
2222,2006,m,n,USA,UNPROVOKED
2223,2006,m,n,SOUTH AFRICA,UNPROVOKED
2224,2006,m,n,USA,UNPROVOKED
2225,2006,m,n,AUSTRALIA,UNPROVOKED
2226,2006,m,n,REUNION,UNPROVOKED
2229,2006,m,y,ITALY,SEA DISASTER
2230,2006,m,y,REUNION,UNPROVOKED
2231,2006,m,n,SOUTH AFRICA,UNPROVOKED
2232,2006,m,n,SOUTH AFRICA,UNPROVOKED
2233,2006,f,n,USA,UNPROVOKED
2234,2006,m,n,REUNION,UNPROVOKED
2236,2006,m,n,USA,UNPROVOKED
2237,2006,m,n,USA,INVALID
2238,2006,m,n,USA,UNPROVOKED
2239,2006,m,n,SOUTH AFRICA,UNPROVOKED
2240,2006,m,n,USA,UNPROVOKED
2241,2006,m,n,USA,UNPROVOKED
2243,2006,m,n,USA,UNPROVOKED
2245,2006,f,n,USA,UNPROVOKED
2246,2006,m,y,BRAZIL,UNPROVOKED
2247,2006,m,n,USA,UNPROVOKED
2248,2006,m,n,USA,UNPROVOKED
2249,2006,f,n,USA,UNPROVOKED
2250,2006,m,n,USA,UNPROVOKED
2251,2006,f,n,USA,UNPROVOKED
2252,2006,m,n,USA,UNPROVOKED
2253,2006,f,n,USA,UNPROVOKED
2254,2006,m,n,USA,PROVOKED
2255,2006,m,n,BAHAMAS,UNPROVOKED
2256,2006,f,n,USA,UNPROVOKED
2257,2006,m,y,BRAZIL,UNPROVOKED
2258,2006,m,n,USA,UNPROVOKED
2259,2006,m,n,USA,UNPROVOKED
2260,2006,f,n,USA,UNPROVOKED
2261,2006,m,n,AUSTRALIA,UNPROVOKED
2262,2006,m,n,USA,UNPROVOKED
2264,2006,m,n,USA,UNPROVOKED
2265,2006,m,n,USA,PROVOKED
2266,2006,m,n,BRAZIL,UNPROVOKED
2267,2006,f,n,USA,UNPROVOKED
2268,2006,m,n,USA,UNPROVOKED
2269,2006,f,n,USA,UNPROVOKED
2270,2006,m,n,AUSTRALIA,PROVOKED
2272,2006,m,n,USA,UNPROVOKED
2273,2006,f,n,USA,UNPROVOKED
2274,2006,m,n,USA,PROVOKED
2275,2006,m,n,AUSTRALIA,UNPROVOKED
2276,2006,m,n,SOUTH AFRICA,UNPROVOKED
2277,2006,m,n,BRAZIL,UNPROVOKED
2278,2006,m,n,USA,UNPROVOKED
2279,2006,m,y,SIERRA LEONE,UNPROVOKED
2280,2006,f,n,USA,UNPROVOKED
2282,2006,m,n,FIJI,UNPROVOKED
2283,2006,m,n,AUSTRALIA,UNPROVOKED
2284,2006,f,n,USA,UNPROVOKED
2286,2006,m,n,AUSTRALIA,UNPROVOKED
2287,2006,m,n,AUSTRALIA,UNPROVOKED
2288,2006,m,n,AUSTRALIA,WATERCRAFT
2289,2006,m,n,SOUTH AFRICA,UNPROVOKED
2290,2006,f,y,TONGA,UNPROVOKED
2291,2006,m,n,USA,WATERCRAFT
2292,2006,m,n,ATLANTIC OCEAN,WATERCRAFT
2293,2006,m,n,SOUTH AFRICA,UNPROVOKED
2294,2006,f,n,ATLANTIC OCEAN,WATERCRAFT
2295,2006,m,n,USA,UNPROVOKED
2296,2006,m,n,AUSTRALIA,UNPROVOKED
2298,2006,f,y,AUSTRALIA,UNPROVOKED
2299,2006,m,n,USA,UNPROVOKED
2300,2006,m,n,SOUTH AFRICA,UNPROVOKED
